DATE,DEXUSEU
09/08/2007,1.3701
10/08/2007,1.3686
13/08/2007,1.3624
14/08/2007,1.3581
15/08/2007,1.3479
16/08/2007,1.3402
17/08/2007,1.3492
20/08/2007,1.3468
21/08/2007,1.3483
22/08/2007,1.3535
23/08/2007,1.356
24/08/2007,1.3645
27/08/2007,1.3645
28/08/2007,1.3626
29/08/2007,1.3675
30/08/2007,1.3648
31/08/2007,1.3641
03/09/2007,1.3641
04/09/2007,1.3606
05/09/2007,1.3669
06/09/2007,1.3697
07/09/2007,1.3772
10/09/2007,1.3794
11/09/2007,1.3837
12/09/2007,1.3904
13/09/2007,1.3885
14/09/2007,1.3848
17/09/2007,1.386
18/09/2007,1.3869
19/09/2007,1.395
20/09/2007,1.4092
21/09/2007,1.4076
24/09/2007,1.4086
25/09/2007,1.4128
26/09/2007,1.4126
27/09/2007,1.4138
28/09/2007,1.4219
01/10/2007,1.4229
02/10/2007,1.4163
03/10/2007,1.4135
04/10/2007,1.4128
05/10/2007,1.4154
08/10/2007,1.4154
09/10/2007,1.4092
10/10/2007,1.4157
11/10/2007,1.4228
12/10/2007,1.4168
15/10/2007,1.4216
16/10/2007,1.4165
17/10/2007,1.4208
18/10/2007,1.4291
19/10/2007,1.4263
22/10/2007,1.4138
23/10/2007,1.4248
24/10/2007,1.4237
25/10/2007,1.4299
26/10/2007,1.439
29/10/2007,1.4405
30/10/2007,1.4424
31/10/2007,1.4468
01/11/2007,1.4435
02/11/2007,1.4481
05/11/2007,1.4469
06/11/2007,1.4555
07/11/2007,1.4667
08/11/2007,1.4691
09/11/2007,1.4665
13/11/2007,1.4598
14/11/2007,1.467
15/11/2007,1.4639
16/11/2007,1.4652
19/11/2007,1.4658
20/11/2007,1.4787
21/11/2007,1.4829
22/11/2007,1.4829
23/11/2007,1.4825
26/11/2007,1.4862
27/11/2007,1.4817
28/11/2007,1.475
29/11/2007,1.4766
30/11/2007,1.4688
03/12/2007,1.4657
04/12/2007,1.4759
05/12/2007,1.4666
06/12/2007,1.4638
07/12/2007,1.4664
10/12/2007,1.4714
11/12/2007,1.4702
12/12/2007,1.4702
13/12/2007,1.4591
14/12/2007,1.4433
17/12/2007,1.4369
18/12/2007,1.4392
19/12/2007,1.4344
20/12/2007,1.4353
21/12/2007,1.4361
24/12/2007,1.4409
26/12/2007,1.45
27/12/2007,1.4601
28/12/2007,1.4718
31/12/2007,1.4603
02/01/2008,1.4738
03/01/2008,1.4736
04/01/2008,1.4786
07/01/2008,1.4684
08/01/2008,1.4717
09/01/2008,1.4663
10/01/2008,1.474
11/01/2008,1.4787
14/01/2008,1.4877
15/01/2008,1.4842
16/01/2008,1.4643
17/01/2008,1.469
18/01/2008,1.4616
22/01/2008,1.4609
23/01/2008,1.4574
24/01/2008,1.4737
25/01/2008,1.4673
28/01/2008,1.4789
29/01/2008,1.4767
30/01/2008,1.4782
31/01/2008,1.4841
01/02/2008,1.4851
04/02/2008,1.4832
05/02/2008,1.4638
06/02/2008,1.4647
07/02/2008,1.4495
08/02/2008,1.4505
11/02/2008,1.4506
12/02/2008,1.4592
13/02/2008,1.4569
14/02/2008,1.4635
15/02/2008,1.4674
19/02/2008,1.4742
20/02/2008,1.4663
21/02/2008,1.4813
22/02/2008,1.4825
25/02/2008,1.4822
26/02/2008,1.4889
27/02/2008,1.5132
28/02/2008,1.5172
29/02/2008,1.5187
03/03/2008,1.5195
04/03/2008,1.521
05/03/2008,1.5282
06/03/2008,1.5356
07/03/2008,1.5333
10/03/2008,1.5369
11/03/2008,1.5329
12/03/2008,1.5495
13/03/2008,1.5584
14/03/2008,1.5604
17/03/2008,1.5765
18/03/2008,1.5784
19/03/2008,1.5642
20/03/2008,1.5417
21/03/2008,1.5447
24/03/2008,1.5394
25/03/2008,1.5595
26/03/2008,1.5761
27/03/2008,1.5798
28/03/2008,1.5759
31/03/2008,1.5805
01/04/2008,1.5615
02/04/2008,1.5618
03/04/2008,1.5667
04/04/2008,1.5735
07/04/2008,1.5713
08/04/2008,1.5705
09/04/2008,1.5804
10/04/2008,1.5744
11/04/2008,1.5796
14/04/2008,1.5827
15/04/2008,1.5801
16/04/2008,1.5978
17/04/2008,1.5924
18/04/2008,1.5742
21/04/2008,1.5881
22/04/2008,1.601
23/04/2008,1.5898
24/04/2008,1.5668
25/04/2008,1.5634
28/04/2008,1.5648
29/04/2008,1.5604
30/04/2008,1.5568
01/05/2008,1.5458
02/05/2008,1.5431
05/05/2008,1.5491
06/05/2008,1.5548
07/05/2008,1.537
08/05/2008,1.5409
09/05/2008,1.5447
12/05/2008,1.5536
13/05/2008,1.5509
14/05/2008,1.5467
15/05/2008,1.5492
16/05/2008,1.5591
19/05/2008,1.5516
20/05/2008,1.5667
21/05/2008,1.5772
22/05/2008,1.5703
23/05/2008,1.5784
27/05/2008,1.5731
28/05/2008,1.5628
29/05/2008,1.5527
30/05/2008,1.556
02/06/2008,1.555
03/06/2008,1.5454
04/06/2008,1.5453
05/06/2008,1.556
06/06/2008,1.5731
09/06/2008,1.5718
10/06/2008,1.5473
11/06/2008,1.5562
12/06/2008,1.5418
13/06/2008,1.5368
16/06/2008,1.5472
17/06/2008,1.5519
18/06/2008,1.5502
19/06/2008,1.5502
20/06/2008,1.5626
23/06/2008,1.5492
24/06/2008,1.5591
25/06/2008,1.557
26/06/2008,1.5738
27/06/2008,1.5749
30/06/2008,1.5748
01/07/2008,1.5778
02/07/2008,1.5869
03/07/2008,1.5708
07/07/2008,1.5646
08/07/2008,1.5653
09/07/2008,1.5744
10/07/2008,1.5771
11/07/2008,1.5898
14/07/2008,1.5914
15/07/2008,1.5923
16/07/2008,1.5847
17/07/2008,1.5861
18/07/2008,1.5855
21/07/2008,1.5877
22/07/2008,1.5811
23/07/2008,1.5708
24/07/2008,1.5657
25/07/2008,1.5687
28/07/2008,1.5747
29/07/2008,1.5588
30/07/2008,1.5559
31/07/2008,1.5589
01/08/2008,1.5567
04/08/2008,1.5569
05/08/2008,1.5468
06/08/2008,1.5409
07/08/2008,1.5341
08/08/2008,1.5047
11/08/2008,1.4958
12/08/2008,1.4905
13/08/2008,1.4895
14/08/2008,1.4856
15/08/2008,1.4695
18/08/2008,1.473
19/08/2008,1.4746
20/08/2008,1.4701
21/08/2008,1.4875
22/08/2008,1.48
25/08/2008,1.4803
26/08/2008,1.466
27/08/2008,1.4684
28/08/2008,1.4685
29/08/2008,1.4669
02/09/2008,1.4522
03/09/2008,1.4489
04/09/2008,1.436
05/09/2008,1.4273
08/09/2008,1.4126
09/09/2008,1.4173
10/09/2008,1.402
11/09/2008,1.3939
12/09/2008,1.4172
15/09/2008,1.4175
16/09/2008,1.4155
17/09/2008,1.4215
18/09/2008,1.4382
19/09/2008,1.4384
22/09/2008,1.4697
23/09/2008,1.4737
24/09/2008,1.4655
25/09/2008,1.4643
26/09/2008,1.4596
29/09/2008,1.4381
30/09/2008,1.4081
01/10/2008,1.4058
02/10/2008,1.3854
03/10/2008,1.3816
06/10/2008,1.3508
07/10/2008,1.3649
08/10/2008,1.368
09/10/2008,1.3646
10/10/2008,1.3471
14/10/2008,1.3658
15/10/2008,1.3567
16/10/2008,1.3416
17/10/2008,1.3462
20/10/2008,1.3314
21/10/2008,1.3102
22/10/2008,1.2835
23/10/2008,1.2878
24/10/2008,1.2639
27/10/2008,1.2446
28/10/2008,1.2476
29/10/2008,1.2851
30/10/2008,1.285
31/10/2008,1.2682
03/11/2008,1.2719
04/11/2008,1.3021
05/11/2008,1.3039
06/11/2008,1.2756
07/11/2008,1.2777
10/11/2008,1.276
12/11/2008,1.2558
13/11/2008,1.2526
14/11/2008,1.2731
17/11/2008,1.2726
18/11/2008,1.269
19/11/2008,1.2595
20/11/2008,1.2525
21/11/2008,1.2531
24/11/2008,1.289
25/11/2008,1.303
26/11/2008,1.2828
28/11/2008,1.2694
01/12/2008,1.2634
02/12/2008,1.2724
03/12/2008,1.2669
04/12/2008,1.284
05/12/2008,1.2654
08/12/2008,1.2942
09/12/2008,1.2937
10/12/2008,1.3024
11/12/2008,1.3294
12/12/2008,1.3349
15/12/2008,1.3664
16/12/2008,1.381
17/12/2008,1.4358
18/12/2008,1.4298
19/12/2008,1.3875
22/12/2008,1.3952
23/12/2008,1.3966
24/12/2008,1.3964
26/12/2008,1.4062
29/12/2008,1.4232
30/12/2008,1.4085
31/12/2008,1.3919
02/01/2009,1.3946
05/01/2009,1.3576
06/01/2009,1.3445
07/01/2009,1.3718
08/01/2009,1.3714
09/01/2009,1.3495
12/01/2009,1.3347
13/01/2009,1.3198
14/01/2009,1.3174
15/01/2009,1.3094
16/01/2009,1.3244
20/01/2009,1.2946
21/01/2009,1.287
22/01/2009,1.2955
23/01/2009,1.2849
26/01/2009,1.3123
27/01/2009,1.3159
28/01/2009,1.3244
29/01/2009,1.2988
30/01/2009,1.2804
02/02/2009,1.2808
03/02/2009,1.301
04/02/2009,1.2857
05/02/2009,1.2838
06/02/2009,1.2874
09/02/2009,1.3064
10/02/2009,1.2966
11/02/2009,1.2893
12/02/2009,1.2822
13/02/2009,1.2879
17/02/2009,1.2571
18/02/2009,1.2547
19/02/2009,1.2675
20/02/2009,1.269
23/02/2009,1.2747
24/02/2009,1.2742
25/02/2009,1.2731
26/02/2009,1.2764
27/02/2009,1.2662
02/03/2009,1.258
03/03/2009,1.2549
04/03/2009,1.2607
05/03/2009,1.2565
06/03/2009,1.2674
09/03/2009,1.2636
10/03/2009,1.2752
11/03/2009,1.2774
12/03/2009,1.2799
13/03/2009,1.2891
16/03/2009,1.2997
17/03/2009,1.2972
18/03/2009,1.311
19/03/2009,1.373
20/03/2009,1.3566
23/03/2009,1.3569
24/03/2009,1.3524
25/03/2009,1.3539
26/03/2009,1.356
27/03/2009,1.3306
30/03/2009,1.3146
31/03/2009,1.3261
01/04/2009,1.3223
02/04/2009,1.3458
03/04/2009,1.3447
06/04/2009,1.3363
07/04/2009,1.3282
08/04/2009,1.3288
09/04/2009,1.3149
10/04/2009,1.3143
13/04/2009,1.3354
14/04/2009,1.3277
15/04/2009,1.3182
16/04/2009,1.3197
17/04/2009,1.303
20/04/2009,1.2903
21/04/2009,1.2978
22/04/2009,1.3012
23/04/2009,1.3048
24/04/2009,1.3277
27/04/2009,1.3136
28/04/2009,1.3061
29/04/2009,1.3324
30/04/2009,1.3244
01/05/2009,1.3267
04/05/2009,1.3365
05/05/2009,1.3375
06/05/2009,1.3313
07/05/2009,1.3411
08/05/2009,1.3494
11/05/2009,1.362
12/05/2009,1.3638
13/05/2009,1.3612
14/05/2009,1.3608
15/05/2009,1.3539
18/05/2009,1.3503
19/05/2009,1.3608
20/05/2009,1.3765
21/05/2009,1.3804
22/05/2009,1.4005
26/05/2009,1.3992
27/05/2009,1.3924
28/05/2009,1.3948
29/05/2009,1.4126
01/06/2009,1.4192
02/06/2009,1.427
03/06/2009,1.4194
04/06/2009,1.4187
05/06/2009,1.399
08/06/2009,1.3884
09/06/2009,1.4014
10/06/2009,1.3983
11/06/2009,1.4093
12/06/2009,1.404
15/06/2009,1.3784
16/06/2009,1.3878
17/06/2009,1.385
18/06/2009,1.3978
19/06/2009,1.3998
22/06/2009,1.3846
23/06/2009,1.4035
24/06/2009,1.4015
25/06/2009,1.3953
26/06/2009,1.4056
29/06/2009,1.4058
30/06/2009,1.402
01/07/2009,1.4186
02/07/2009,1.4018
03/07/2009,1.3991
06/07/2009,1.3938
07/07/2009,1.3965
08/07/2009,1.3852
09/07/2009,1.4026
10/07/2009,1.3926
13/07/2009,1.3973
14/07/2009,1.3971
15/07/2009,1.4116
16/07/2009,1.4115
17/07/2009,1.412
20/07/2009,1.4211
21/07/2009,1.4196
22/07/2009,1.422
23/07/2009,1.4266
24/07/2009,1.4213
27/07/2009,1.4212
28/07/2009,1.4215
29/07/2009,1.4033
30/07/2009,1.4066
31/07/2009,1.4279
03/08/2009,1.4416
04/08/2009,1.44
05/08/2009,1.4391
06/08/2009,1.4357
07/08/2009,1.418
10/08/2009,1.4143
11/08/2009,1.4141
12/08/2009,1.4215
13/08/2009,1.4283
14/08/2009,1.4216
17/08/2009,1.4088
18/08/2009,1.4075
19/08/2009,1.4262
20/08/2009,1.4235
21/08/2009,1.4305
24/08/2009,1.432
25/08/2009,1.435
26/08/2009,1.423
27/08/2009,1.4272
28/08/2009,1.4358
31/08/2009,1.4354
01/09/2009,1.4235
02/09/2009,1.4246
03/09/2009,1.4278
04/09/2009,1.4278
08/09/2009,1.4497
09/09/2009,1.4573
10/09/2009,1.4568
11/09/2009,1.4586
14/09/2009,1.4613
15/09/2009,1.4617
16/09/2009,1.4698
17/09/2009,1.4735
18/09/2009,1.4704
21/09/2009,1.4692
22/09/2009,1.4795
23/09/2009,1.4752
24/09/2009,1.4696
25/09/2009,1.4682
28/09/2009,1.465
29/09/2009,1.4553
30/09/2009,1.463
01/10/2009,1.4532
02/10/2009,1.459
05/10/2009,1.4647
06/10/2009,1.4744
07/10/2009,1.4675
08/10/2009,1.4777
09/10/2009,1.4715
13/10/2009,1.4839
14/10/2009,1.4899
15/10/2009,1.4945
16/10/2009,1.4889
19/10/2009,1.4947
20/10/2009,1.4905
21/10/2009,1.5009
22/10/2009,1.5003
23/10/2009,1.5029
26/10/2009,1.4941
27/10/2009,1.4821
28/10/2009,1.4763
29/10/2009,1.4819
30/10/2009,1.4755
02/11/2009,1.4828
03/11/2009,1.4658
04/11/2009,1.4836
05/11/2009,1.4857
06/11/2009,1.4835
09/11/2009,1.4999
10/11/2009,1.496
12/11/2009,1.4865
13/11/2009,1.4886
16/11/2009,1.4977
17/11/2009,1.483
18/11/2009,1.499
19/11/2009,1.4905
20/11/2009,1.487
23/11/2009,1.4968
24/11/2009,1.4937
25/11/2009,1.5085
27/11/2009,1.4963
30/11/2009,1.4994
01/12/2009,1.51
02/12/2009,1.5059
03/12/2009,1.5081
04/12/2009,1.4885
07/12/2009,1.482
08/12/2009,1.4741
09/12/2009,1.4725
10/12/2009,1.4716
11/12/2009,1.4601
14/12/2009,1.4645
15/12/2009,1.4514
16/12/2009,1.4577
17/12/2009,1.4317
18/12/2009,1.4281
21/12/2009,1.4319
22/12/2009,1.4243
23/12/2009,1.4341
24/12/2009,1.4367
28/12/2009,1.4392
29/12/2009,1.4356
30/12/2009,1.4316
31/12/2009,1.4332
04/01/2010,1.4419
05/01/2010,1.4402
06/01/2010,1.4404
07/01/2010,1.4314
08/01/2010,1.4357
11/01/2010,1.4536
12/01/2010,1.4523
13/01/2010,1.4492
14/01/2010,1.4478
15/01/2010,1.4376
19/01/2010,1.4269
20/01/2010,1.4094
21/01/2010,1.4106
22/01/2010,1.4154
25/01/2010,1.4146
26/01/2010,1.4063
27/01/2010,1.4053
28/01/2010,1.3993
29/01/2010,1.387
01/02/2010,1.3904
02/02/2010,1.3955
03/02/2010,1.3907
04/02/2010,1.3759
05/02/2010,1.3608
08/02/2010,1.3699
09/02/2010,1.3795
10/02/2010,1.3722
11/02/2010,1.364
12/02/2010,1.3625
16/02/2010,1.3742
17/02/2010,1.3623
18/02/2010,1.3563
19/02/2010,1.3538
22/02/2010,1.359
23/02/2010,1.3537
24/02/2010,1.3576
25/02/2010,1.3476
26/02/2010,1.366
01/03/2010,1.3516
02/03/2010,1.3564
03/03/2010,1.3731
04/03/2010,1.3571
05/03/2010,1.3608
08/03/2010,1.3613
09/03/2010,1.3586
10/03/2010,1.3658
11/03/2010,1.3674
12/03/2010,1.3753
15/03/2010,1.3652
16/03/2010,1.3758
17/03/2010,1.3739
18/03/2010,1.3603
19/03/2010,1.353
22/03/2010,1.3531
23/03/2010,1.3535
24/03/2010,1.3347
25/03/2010,1.3344
26/03/2010,1.3398
29/03/2010,1.3465
30/03/2010,1.3409
31/03/2010,1.3526
01/04/2010,1.3569
02/04/2010,1.3487
05/04/2010,1.3486
06/04/2010,1.3378
07/04/2010,1.3364
08/04/2010,1.336
09/04/2010,1.3468
12/04/2010,1.3587
13/04/2010,1.3592
14/04/2010,1.3666
15/04/2010,1.354
16/04/2010,1.3487
19/04/2010,1.3458
20/04/2010,1.3446
21/04/2010,1.3383
22/04/2010,1.3298
23/04/2010,1.336
26/04/2010,1.3336
27/04/2010,1.323
28/04/2010,1.313
29/04/2010,1.3243
30/04/2010,1.3302
03/05/2010,1.3183
04/05/2010,1.3037
05/05/2010,1.289
06/05/2010,1.2689
07/05/2010,1.2721
10/05/2010,1.2861
11/05/2010,1.2715
12/05/2010,1.2642
13/05/2010,1.2568
14/05/2010,1.239
17/05/2010,1.2299
18/05/2010,1.2358
19/05/2010,1.2317
20/05/2010,1.237
21/05/2010,1.2575
24/05/2010,1.2406
25/05/2010,1.2279
26/05/2010,1.2224
27/05/2010,1.237
28/05/2010,1.2369
01/06/2010,1.2266
02/06/2010,1.2206
03/06/2010,1.2193
04/06/2010,1.1998
07/06/2010,1.1959
08/06/2010,1.1995
09/06/2010,1.2045
10/06/2010,1.2111
11/06/2010,1.2077
14/06/2010,1.2277
15/06/2010,1.2327
16/06/2010,1.2323
17/06/2010,1.2365
18/06/2010,1.236
21/06/2010,1.2385
22/06/2010,1.2303
23/06/2010,1.231
24/06/2010,1.2288
25/06/2010,1.2332
28/06/2010,1.2316
29/06/2010,1.2187
30/06/2010,1.2291
01/07/2010,1.2464
02/07/2010,1.2577
06/07/2010,1.2646
07/07/2010,1.2594
08/07/2010,1.2683
09/07/2010,1.2639
12/07/2010,1.2573
13/07/2010,1.2719
14/07/2010,1.2755
15/07/2010,1.2893
16/07/2010,1.2919
19/07/2010,1.2963
20/07/2010,1.2905
21/07/2010,1.2818
22/07/2010,1.2903
23/07/2010,1.2874
26/07/2010,1.2983
27/07/2010,1.2983
28/07/2010,1.2998
29/07/2010,1.3064
30/07/2010,1.3069
02/08/2010,1.3174
03/08/2010,1.3239
04/08/2010,1.3158
05/08/2010,1.3157
06/08/2010,1.3282
09/08/2010,1.3241
10/08/2010,1.3095
11/08/2010,1.2899
12/08/2010,1.2866
13/08/2010,1.2767
16/08/2010,1.2838
17/08/2010,1.289
18/08/2010,1.2872
19/08/2010,1.2837
20/08/2010,1.2687
23/08/2010,1.2663
24/08/2010,1.2675
25/08/2010,1.2652
26/08/2010,1.2717
27/08/2010,1.2765
30/08/2010,1.2686
31/08/2010,1.2704
01/09/2010,1.2813
02/09/2010,1.2824
03/09/2010,1.2885
07/09/2010,1.2723
08/09/2010,1.2727
09/09/2010,1.2708
10/09/2010,1.2731
13/09/2010,1.289
14/09/2010,1.3014
15/09/2010,1.3008
16/09/2010,1.3079
17/09/2010,1.3046
20/09/2010,1.3074
21/09/2010,1.3136
22/09/2010,1.3385
23/09/2010,1.3344
24/09/2010,1.3476
27/09/2010,1.3475
28/09/2010,1.3583
29/09/2010,1.3638
30/09/2010,1.3601
01/10/2010,1.3754
04/10/2010,1.3688
05/10/2010,1.3834
06/10/2010,1.3924
07/10/2010,1.3921
08/10/2010,1.3923
12/10/2010,1.3846
13/10/2010,1.3964
14/10/2010,1.4066
15/10/2010,1.3998
18/10/2010,1.3978
19/10/2010,1.3827
20/10/2010,1.3949
21/10/2010,1.3973
22/10/2010,1.3904
25/10/2010,1.3986
26/10/2010,1.3873
27/10/2010,1.3788
28/10/2010,1.3929
29/10/2010,1.3894
01/11/2010,1.3888
02/11/2010,1.4026
03/11/2010,1.4014
04/11/2010,1.4224
05/11/2010,1.4033
08/11/2010,1.3927
09/11/2010,1.3865
10/11/2010,1.3728
12/11/2010,1.37
15/11/2010,1.3615
16/11/2010,1.3517
17/11/2010,1.3555
18/11/2010,1.3618
19/11/2010,1.3654
22/11/2010,1.3612
23/11/2010,1.3388
24/11/2010,1.335
26/11/2010,1.3243
29/11/2010,1.3092
30/11/2010,1.3036
01/12/2010,1.3149
02/12/2010,1.3228
03/12/2010,1.3367
06/12/2010,1.3275
07/12/2010,1.3323
08/12/2010,1.3242
09/12/2010,1.3206
10/12/2010,1.3242
13/12/2010,1.3389
14/12/2010,1.3395
15/12/2010,1.3306
16/12/2010,1.3206
17/12/2010,1.3155
20/12/2010,1.3124
21/12/2010,1.3131
22/12/2010,1.3089
23/12/2010,1.3101
27/12/2010,1.3146
28/12/2010,1.3122
29/12/2010,1.3183
30/12/2010,1.3269
03/01/2011,1.3371
04/01/2011,1.3306
05/01/2011,1.3171
06/01/2011,1.3027
07/01/2011,1.2944
10/01/2011,1.2945
11/01/2011,1.2978
12/01/2011,1.3066
13/01/2011,1.3364
14/01/2011,1.3328
18/01/2011,1.3399
19/01/2011,1.3495
20/01/2011,1.3443
21/01/2011,1.3581
24/01/2011,1.3653
25/01/2011,1.3644
26/01/2011,1.3688
27/01/2011,1.3688
28/01/2011,1.3607
31/01/2011,1.3715
01/02/2011,1.3793
02/02/2011,1.3779
03/02/2011,1.3654
04/02/2011,1.3584
07/02/2011,1.3557
08/02/2011,1.3687
09/02/2011,1.3688
10/02/2011,1.3637
11/02/2011,1.352
14/02/2011,1.3474
15/02/2011,1.3494
16/02/2011,1.3547
17/02/2011,1.3612
18/02/2011,1.3673
22/02/2011,1.3661
23/02/2011,1.3758
24/02/2011,1.3794
25/02/2011,1.3757
28/02/2011,1.3793
01/03/2011,1.3813
02/03/2011,1.3869
03/03/2011,1.3947
04/03/2011,1.3983
07/03/2011,1.3976
08/03/2011,1.3912
09/03/2011,1.3906
10/03/2011,1.3823
11/03/2011,1.3864
14/03/2011,1.3975
15/03/2011,1.3968
16/03/2011,1.3922
17/03/2011,1.4021
18/03/2011,1.4141
21/03/2011,1.4184
22/03/2011,1.4212
23/03/2011,1.4124
24/03/2011,1.42
25/03/2011,1.4144
28/03/2011,1.4104
29/03/2011,1.409
30/03/2011,1.4095
31/03/2011,1.4183
01/04/2011,1.4215
04/04/2011,1.4221
05/04/2011,1.423
06/04/2011,1.4333
07/04/2011,1.4287
08/04/2011,1.4437
11/04/2011,1.4454
12/04/2011,1.4455
13/04/2011,1.4477
14/04/2011,1.4464
15/04/2011,1.4443
18/04/2011,1.4211
19/04/2011,1.4319
20/04/2011,1.4513
21/04/2011,1.4585
22/04/2011,1.4545
25/04/2011,1.4576
26/04/2011,1.4625
27/04/2011,1.4659
28/04/2011,1.4785
29/04/2011,1.4821
02/05/2011,1.487
03/05/2011,1.4875
04/05/2011,1.4859
05/05/2011,1.4583
06/05/2011,1.4495
09/05/2011,1.4301
10/05/2011,1.4358
11/05/2011,1.4269
12/05/2011,1.4229
13/05/2011,1.4141
16/05/2011,1.4219
17/05/2011,1.4155
18/05/2011,1.427
19/05/2011,1.4254
20/05/2011,1.4172
23/05/2011,1.4015
24/05/2011,1.4107
25/05/2011,1.4102
26/05/2011,1.4088
27/05/2011,1.4287
31/05/2011,1.4376
01/06/2011,1.4431
02/06/2011,1.4426
03/06/2011,1.4604
06/06/2011,1.462
07/06/2011,1.4675
08/06/2011,1.4587
09/06/2011,1.4534
10/06/2011,1.4365
13/06/2011,1.4368
14/06/2011,1.4473
15/06/2011,1.4221
16/06/2011,1.4155
17/06/2011,1.4326
20/06/2011,1.432
21/06/2011,1.4399
22/06/2011,1.4403
23/06/2011,1.4166
24/06/2011,1.4189
27/06/2011,1.4282
28/06/2011,1.4368
29/06/2011,1.4428
30/06/2011,1.4523
01/07/2011,1.4508
05/07/2011,1.447
06/07/2011,1.4329
07/07/2011,1.4349
08/07/2011,1.4251
11/07/2011,1.4034
12/07/2011,1.4014
13/07/2011,1.4167
14/07/2011,1.4182
15/07/2011,1.4156
18/07/2011,1.4042
19/07/2011,1.4156
20/07/2011,1.4188
21/07/2011,1.4372
22/07/2011,1.4366
25/07/2011,1.4357
26/07/2011,1.4495
27/07/2011,1.4373
28/07/2011,1.4303
29/07/2011,1.4388
01/08/2011,1.4202
02/08/2011,1.4232
03/08/2011,1.432
04/08/2011,1.4158
05/08/2011,1.4158
08/08/2011,1.4241
09/08/2011,1.4242
10/08/2011,1.4193
11/08/2011,1.423
12/08/2011,1.4239
15/08/2011,1.4452
16/08/2011,1.4421
17/08/2011,1.4436
18/08/2011,1.432
19/08/2011,1.4408
22/08/2011,1.4384
23/08/2011,1.4431
24/08/2011,1.4402
25/08/2011,1.438
26/08/2011,1.4463
29/08/2011,1.451
30/08/2011,1.4435
31/08/2011,1.4406
01/09/2011,1.4283
02/09/2011,1.4203
06/09/2011,1.3999
07/09/2011,1.4058
08/09/2011,1.3947
09/09/2011,1.3666
12/09/2011,1.3635
13/09/2011,1.368
14/09/2011,1.371
15/09/2011,1.3858
16/09/2011,1.3783
19/09/2011,1.3636
20/09/2011,1.3697
21/09/2011,1.3724
22/09/2011,1.3446
23/09/2011,1.3518
26/09/2011,1.3516
27/09/2011,1.3606
28/09/2011,1.3628
29/09/2011,1.3639
30/09/2011,1.3449
03/10/2011,1.3281
04/10/2011,1.3294
05/10/2011,1.3328
06/10/2011,1.3408
07/10/2011,1.3512
11/10/2011,1.3657
12/10/2011,1.3805
13/10/2011,1.373
14/10/2011,1.3861
17/10/2011,1.377
18/10/2011,1.3719
19/10/2011,1.3775
20/10/2011,1.3672
21/10/2011,1.3873
24/10/2011,1.3932
25/10/2011,1.3911
26/10/2011,1.3838
27/10/2011,1.4172
28/10/2011,1.4164
31/10/2011,1.3947
01/11/2011,1.3676
02/11/2011,1.3803
03/11/2011,1.3744
04/11/2011,1.3761
07/11/2011,1.3744
08/11/2011,1.3785
09/11/2011,1.3596
10/11/2011,1.36
14/11/2011,1.3625
15/11/2011,1.3524
16/11/2011,1.3505
17/11/2011,1.3522
18/11/2011,1.3521
21/11/2011,1.3525
22/11/2011,1.35
23/11/2011,1.3347
25/11/2011,1.3244
28/11/2011,1.3334
29/11/2011,1.3343
30/11/2011,1.3453
01/12/2011,1.3487
02/12/2011,1.3386
05/12/2011,1.3463
06/12/2011,1.3397
07/12/2011,1.3386
08/12/2011,1.3324
09/12/2011,1.3368
12/12/2011,1.3188
13/12/2011,1.3094
14/12/2011,1.2972
15/12/2011,1.3013
16/12/2011,1.3025
19/12/2011,1.3017
20/12/2011,1.3076
21/12/2011,1.304
22/12/2011,1.3045
23/12/2011,1.304
27/12/2011,1.3074
28/12/2011,1.2926
29/12/2011,1.2952
30/12/2011,1.2973
03/01/2012,1.3061
04/01/2012,1.293
05/01/2012,1.2783
06/01/2012,1.2723
09/01/2012,1.2745
10/01/2012,1.2782
11/01/2012,1.2686
12/01/2012,1.2818
13/01/2012,1.2682
17/01/2012,1.274
18/01/2012,1.2825
19/01/2012,1.2937
20/01/2012,1.2948
23/01/2012,1.3035
24/01/2012,1.3004
25/01/2012,1.2978
26/01/2012,1.3152
27/01/2012,1.3192
30/01/2012,1.3123
31/01/2012,1.3053
01/02/2012,1.3179
02/02/2012,1.3167
03/02/2012,1.3106
06/02/2012,1.313
07/02/2012,1.3244
08/02/2012,1.3253
09/02/2012,1.3297
10/02/2012,1.3187
13/02/2012,1.3211
14/02/2012,1.3149
15/02/2012,1.3087
16/02/2012,1.311
17/02/2012,1.3149
21/02/2012,1.3255
22/02/2012,1.3251
23/02/2012,1.3308
24/02/2012,1.3463
27/02/2012,1.341
28/02/2012,1.3452
29/02/2012,1.3359
01/03/2012,1.332
02/03/2012,1.3202
05/03/2012,1.3226
06/03/2012,1.3114
07/03/2012,1.3149
08/03/2012,1.3256
09/03/2012,1.3108
12/03/2012,1.3141
13/03/2012,1.3109
14/03/2012,1.3025
15/03/2012,1.307
16/03/2012,1.3171
19/03/2012,1.3242
20/03/2012,1.3222
21/03/2012,1.319
22/03/2012,1.3194
23/03/2012,1.3263
26/03/2012,1.3328
27/03/2012,1.3336
28/03/2012,1.33
29/03/2012,1.3265
30/03/2012,1.3334
02/04/2012,1.3325
03/04/2012,1.3337
04/04/2012,1.3126
05/04/2012,1.3064
06/04/2012,1.3089
09/04/2012,1.3087
